CMN,dominio,anno,valore
30057,PF,2019,6844
30058,F,2018,1122
30058,F,2019,1119
30058,PF,2018,2608
30058,PF,2019,2577
30059,F,2018,819
30059,F,2019,823
30059,PF,2018,1652
30059,PF,2019,1649
30060,F,2018,688
30060,F,2019,692
30060,PF,2018,1662
30060,PF,2019,1644
30061,F,2018,265
30061,F,2019,268
30061,PF,2018,507
30061,PF,2019,497
30062,F,2018,2153
30062,F,2019,2176
30062,PF,2018,4820
30062,PF,2019,4789
30063,F,2018,1043
30063,F,2019,1053
30063,PF,2018,2494
30063,PF,2019,2479
30064,F,2018,1054
30064,F,2019,1041
30064,PF,2018,2452
30064,PF,2019,2425
30065,F,2018,1219
30065,F,2019,1209
30065,PF,2018,2639
30065,PF,2019,2594
30066,F,2018,1295
30066,F,2019,1300
30066,PF,2018,2831
30066,PF,2019,2826
30067,F,2018,902
30067,F,2019,885
30067,PF,2018,1874
30067,PF,2019,1838
30068,F,2018,2212
30068,F,2019,2222
30068,PF,2018,5056
30068,PF,2019,5086
30069,F,2018,1278
30069,F,2019,1296
30069,PF,2018,2901
30069,PF,2019,2911
30070,F,2018,2414
30070,F,2019,2453
30070,PF,2018,5169
30070,PF,2019,5219
30071,F,2018,976
30071,F,2019,967
30071,PF,2018,2070
30071,PF,2019,2013
30072,F,2018,4186
30072,F,2019,4213
30072,PF,2018,9303
30072,PF,2019,9310
30073,F,2018,1151
30073,F,2019,1118
30073,PF,2018,2545
30073,PF,2019,2460
30074,F,2018,2400
30074,F,2019,2418
30074,PF,2018,5513
30074,PF,2019,5490
30075,F,2018,1017
30075,F,2019,1023
30075,PF,2018,2462
30075,PF,2019,2431
30076,F,2018,695
30076,F,2019,691
30076,PF,2018,1363
30076,PF,2019,1348
30077,F,2018,1043
30077,F,2019,1048
30077,PF,2018,2540
30077,PF,2019,2516
30078,F,2018,2371
30078,F,2019,2371
30078,PF,2018,5443
30078,PF,2019,5458
30079,F,2018,2984
30079,F,2019,3012
30079,PF,2018,6906
30079,PF,2019,6954
30080,F,2018,1579
30080,F,2019,1578
30080,PF,2018,3554
30080,PF,2019,3544
30081,F,2018,464
30081,F,2019,454
30081,PF,2018,906
30081,PF,2019,883
30082,F,2018,631
30082,F,2019,635
30082,PF,2018,1457
30082,PF,2019,1448
30083,F,2018,1701
30083,F,2019,1695
30083,PF,2018,4070
30083,PF,2019,4027
30084,F,2018,122
30084,F,2019,126
30084,PF,2018,236
30084,PF,2019,252
30085,F,2018,349
30085,F,2019,346
30085,PF,2018,742
30085,PF,2019,733
30086,F,2018,474
30086,F,2019,460
30086,PF,2018,904
30086,PF,2019,869
30087,F,2018,1317
30087,F,2019,1311
30087,PF,2018,2816
30087,PF,2019,2807
30088,F,2018,285
30088,F,2019,284
30088,PF,2018,499
30088,PF,2019,500
30089,F,2018,218
30089,F,2019,218
30089,PF,2018,450
30089,PF,2019,452
30090,F,2018,2202
30090,F,2019,2191
30090,PF,2018,4895
30090,PF,2019,4825
30091,F,2018,2647
30091,F,2019,2671
30091,PF,2018,6075
30091,PF,2019,6098
30092,F,2018,504
30092,F,2019,496
30092,PF,2018,970
30092,PF,2019,942
30093,F,2018,161
30093,F,2019,158
30093,PF,2018,284
30093,PF,2019,284
30094,F,2018,234
30094,F,2019,224
30094,PF,2018,414
30094,PF,2019,395
30095,F,2018,1075
30095,F,2019,1067
30095,PF,2018,2406
30095,PF,2019,2380
30097,F,2018,884
30097,F,2019,871
30097,PF,2018,2021
30097,PF,2019,2001
30098,F,2018,1271
30098,F,2019,1265
30098,PF,2018,2885
30098,PF,2019,2864
30099,F,2018,3645
30099,F,2019,3663
30099,PF,2018,7948
30099,PF,2019,7967
30100,F,2018,3223
30100,F,2019,3239
30100,PF,2018,7287
30100,PF,2019,7309
30101,F,2018,2646
30101,F,2019,2656
30101,PF,2018,6094
30101,PF,2019,6061
30102,F,2018,503
30102,F,2019,500
30102,PF,2018,1083
30102,PF,2019,1067
30103,F,2018,997
30103,F,2019,1006
30103,PF,2018,2124
30103,PF,2019,2105
30104,F,2018,928
30104,F,2019,934
30104,PF,2018,2190
30104,PF,2019,2170
30105,F,2018,531
30105,F,2019,534
30105,PF,2018,1247
30105,PF,2019,1242
30106,F,2018,731
30106,F,2019,744
30106,PF,2018,1681
30106,PF,2019,1708
30107,F,2018,213
30107,F,2019,213
30107,PF,2018,397
30107,PF,2019,395
30108,F,2018,205
30108,F,2019,204
30108,PF,2018,370
30108,PF,2019,361
30109,F,2018,1620
30109,F,2019,1620
30109,PF,2018,3765
30109,PF,2019,3760
30110,F,2018,434
30110,F,2019,427
30110,PF,2018,895
30110,PF,2019,864
30111,F,2018,184
30111,F,2019,183
30111,PF,2018,330
30111,PF,2019,327
30112,F,2018,570
30112,F,2019,573
30112,PF,2018,1275
30112,PF,2019,1265
30113,F,2018,330
30113,F,2019,331
30113,PF,2018,574
30113,PF,2019,555
30114,F,2018,1660
30114,F,2019,1659
30114,PF,2018,3956
30114,PF,2019,3933
30116,F,2018,4152
30116,F,2019,4166
30116,PF,2018,8838
30116,PF,2019,8834
30117,F,2018,2079
30117,F,2019,2089
30117,PF,2018,4120
30117,PF,2019,4088
30118,F,2018,6909
30118,F,2019,6901
30118,PF,2018,14919
30118,PF,2019,14833
30120,F,2018,1231
30120,F,2019,1232
30120,PF,2018,2832
30120,PF,2019,2799
30121,F,2018,4762
30121,F,2019,4747
30121,PF,2018,10112
30121,PF,2019,10009
30122,F,2018,980
30122,F,2019,983
30122,PF,2018,2091
30122,PF,2019,2083
30123,F,2018,1282
30123,F,2019,1270
30123,PF,2018,2779
30123,PF,2019,2710
30124,F,2018,1000
30124,F,2019,999
30124,PF,2018,2202
30124,PF,2019,2168
30126,F,2018,780
30126,F,2019,784
30126,PF,2018,1703
30126,PF,2019,1704
30127,F,2018,3455
30127,F,2019,3466
30127,PF,2018,7508
30127,PF,2019,7509
30128,F,2018,706
30128,F,2019,701
30128,PF,2018,1629
30128,PF,2019,1600
30129,F,2018,50261
30129,F,2019,50524
30129,PF,2018,99563
30129,PF,2019,99326
30130,F,2018,1165
30130,F,2019,1179
30130,PF,2018,2717
30130,PF,2019,2717
30131,F,2018,908
30131,F,2019,927
30131,PF,2018,1881
30131,PF,2019,1904
30132,F,2018,408
30132,F,2019,417
30132,PF,2018,860
30132,PF,2019,866
30133,F,2018,993
30133,F,2019,994
30133,PF,2018,2193
30133,PF,2019,2186
30135,F,2018,348
30135,F,2019,347
30135,PF,2018,795
30135,PF,2019,791
30136,F,2018,275
30136,F,2019,277
30136,PF,2018,565
30136,PF,2019,568
30137,F,2018,832
30137,F,2019,830
30137,PF,2018,1744
30137,PF,2019,1736
30138,F,2018,514
30138,F,2019,512
30138,PF,2018,1153
30138,PF,2019,1139
30188,F,2018,2725
30188,F,2019,2731
30188,PF,2018,6233
30188,PF,2019,6191
30189,F,2018,621
30189,F,2019,629
30189,PF,2018,1312
30189,PF,2019,1321
30190,F,2018,2811
30190,F,2019,2822
30190,PF,2018,6363
30190,PF,2019,6330
30191,F,2018,344
30191,F,2019,347
30191,PF,2018,711
30191,PF,2019,711
31001,F,2018,737
31001,F,2019,728
31001,PF,2018,1715
31001,PF,2019,1644
31002,F,2018,3318
31002,F,2019,3322
31002,PF,2018,7022
31002,PF,2019,7018
31003,F,2018,606
31003,F,2019,603
31003,PF,2018,1364
31003,PF,2019,1350
31004,F,2018,154
31004,F,2019,151
31004,PF,2018,335
31004,PF,2019,327
31005,F,2018,768
31005,F,2019,764
31005,PF,2018,1676
31005,PF,2019,1662
31006,F,2018,1398
31006,F,2019,1392
31006,PF,2018,3007
31006,PF,2019,2973
31007,F,2018,16697
31007,F,2019,16680
31007,PF,2018,33373
31007,PF,2019,33103
31008,F,2018,3074
31008,F,2019,3072
31008,PF,2018,6377
31008,PF,2019,6320
31009,F,2018,4335
31009,F,2019,4338
31009,PF,2018,8006
31009,PF,2019,7995
31010,F,2018,704
31010,F,2019,694
31010,PF,2018,1497
31010,PF,2019,1485
31011,F,2018,446
31011,F,2019,452
31011,PF,2018,957
31011,PF,2019,964
31012,F,2018,12995
31012,F,2019,13028
31012,PF,2018,27887
31012,PF,2019,28197
31013,F,2018,332
31013,F,2019,325
31013,PF,2018,739
31013,PF,2019,713
31014,F,2018,697
31014,F,2019,707
31014,PF,2018,1555
31014,PF,2019,1555
31015,F,2018,1712
31015,F,2019,1720
31015,PF,2018,3698
31015,PF,2019,3695
31016,F,2018,5564
31016,F,2019,5602
31016,PF,2018,11742
31016,PF,2019,11748
31017,F,2018,1027
31017,F,2019,1043
31017,PF,2018,2174
31017,PF,2019,2161
31018,F,2018,2793
31018,F,2019,2774
31018,PF,2018,6110
31018,PF,2019,6051
31019,F,2018,309
31019,F,2019,309
31019,PF,2018,766
31019,PF,2019,754
31020,F,2018,699
31020,F,2019,707
31020,PF,2018,1549
31020,PF,2019,1538
31021,F,2018,900
31021,F,2019,905
31021,PF,2018,2007
31021,PF,2019,1997
31022,F,2018,705
31022,F,2019,707
31022,PF,2018,1641
31022,PF,2019,1661
31023,F,2018,3185
31023,F,2019,3217
31023,PF,2018,7240
31023,PF,2019,7301
31024,F,2018,1304
31024,F,2019,1314
31024,PF,2018,2842
31024,PF,2019,2850
31025,F,2018,763
31025,F,2019,756
31025,PF,2018,1680
31025,PF,2019,1671
32001,F,2018,3998
32001,F,2019,3996
32001,PF,2018,8263
32001,PF,2019,8190
32002,F,2018,348
32002,F,2019,348
32002,PF,2018,829
32002,PF,2019,832
32003,F,2018,6233
32003,F,2019,6259
32003,PF,2018,12882
32003,PF,2019,12820
32004,F,2018,2576
32004,F,2019,2565
32004,PF,2018,5743
32004,PF,2019,5697
32005,F,2018,865
32005,F,2019,861
32005,PF,2018,2015
32005,PF,2019,1979
32006,F,2018,104824
32006,F,2019,104882
32006,PF,2018,199233
32006,PF,2019,198526
33001,F,2018,928
33001,F,2019,910
33001,PF,2018,2003
33001,PF,2019,1982
33002,F,2018,2056
33002,F,2019,2053
33002,PF,2018,4654
33002,PF,2019,4650
33003,F,2018,405
33003,F,2019,390
33003,PF,2018,959
33003,PF,2019,929
33004,F,2018,1371
33004,F,2019,1355
33004,PF,2018,2703
33004,PF,2019,2673
33005,F,2018,1890
33005,F,2019,1900
33005,PF,2018,3514
33005,PF,2019,3502
33006,F,2018,3320
33006,F,2019,3364
33006,PF,2018,7832
33006,PF,2019,7877
33007,F,2018,2535
33007,F,2019,2553
33007,PF,2018,5990
33007,PF,2019,5961
33008,F,2018,1010
33008,F,2019,1007
33008,PF,2018,2381
33008,PF,2019,2380
33010,F,2018,1999
33010,F,2019,2020
33010,PF,2018,4730
33010,PF,2019,4762
33011,F,2018,3246
33011,F,2019,3271
33011,PF,2018,7628
33011,PF,2019,7584
33012,F,2018,2067
33012,F,2019,2088
33012,PF,2018,4552
33012,PF,2019,4522
33013,F,2018,5717
33013,F,2019,5771
33013,PF,2018,13650
33013,PF,2019,13753
33014,F,2018,2362
33014,F,2019,2354
33014,PF,2018,5291
33014,PF,2019,5221
33015,F,2018,86
33015,F,2019,87
33015,PF,2018,120
33015,PF,2019,120
33016,F,2018,511
33016,F,2019,517
33016,PF,2018,848
33016,PF,2019,858
33017,F,2018,338
33017,F,2019,336
33017,PF,2018,564
33017,PF,2019,555
33018,F,2018,1997
33018,F,2019,2006
33018,PF,2018,4582
33018,PF,2019,4579
33019,F,2018,697
33019,F,2019,692
33019,PF,2018,1163
33019,PF,2019,1140
33020,F,2018,815
33020,F,2019,799
33020,PF,2018,1192
33020,PF,2019,1156
33021,F,2018,6603
33021,F,2019,6616
33021,PF,2018,14943
33021,PF,2019,14864
33022,F,2018,984
33022,F,2019,1004
33022,PF,2018,2080
33022,PF,2019,2118
33023,F,2018,2406
33023,F,2019,2445
33023,PF,2018,5697
33023,PF,2019,5731
33024,F,2018,1898
33024,F,2019,1921
33024,PF,2018,4503
33024,PF,2019,4514
33025,F,2018,1167
33025,F,2019,1168
33025,PF,2018,2217
33025,PF,2019,2207
33026,F,2018,1783
33026,F,2019,1776
33026,PF,2018,3827
33026,PF,2019,3783
33027,F,2018,2252
33027,F,2019,2251
33027,PF,2018,5190
33027,PF,2019,5154
33028,F,2018,559
33028,F,2019,555
33028,PF,2018,933
33028,PF,2019,928
33030,F,2018,318
33030,F,2019,311
33030,PF,2018,485
33030,PF,2019,461
33032,F,2018,48123
33032,F,2019,48367
33032,PF,2018,102779
33032,PF,2019,103131
33033,F,2018,1040
33033,F,2019,1043
33033,PF,2018,2171
33033,PF,2019,2169
33034,F,2018,309
33034,F,2019,310
33034,PF,2018,611
33034,PF,2019,600
33035,F,2018,3899
33035,F,2019,3926
33035,PF,2018,9012
33035,PF,2019,9091
33036,F,2018,2198
33036,F,2019,2187
33036,PF,2018,4690
33036,PF,2019,4662
33037,F,2018,2713
33037,F,2019,2736
33037,PF,2018,6508
33037,PF,2019,6532
33038,F,2018,3132
33038,F,2019,3139
33038,PF,2018,6939
33038,PF,2019,6943
33039,F,2018,5074
33039,F,2019,5078
33039,PF,2018,12150
33039,PF,2019,12142
33040,F,2018,2401
33040,F,2019,2418
33040,PF,2018,5604
33040,PF,2019,5634
33041,F,2018,375
33041,F,2019,375
33041,PF,2018,834
33041,PF,2019,834
33042,F,2018,1215
33042,F,2019,1233
33042,PF,2018,2858
33042,PF,2019,2920
33043,F,2018,1234
33043,F,2019,1249
33043,PF,2018,2093
33043,PF,2019,2130
33044,F,2018,992
33044,F,2019,1004
33044,PF,2018,2039
33044,PF,2019,2032
33045,F,2018,1897
33045,F,2019,1912
33045,PF,2018,4225
33045,PF,2019,4212
33046,F,2018,730
33046,F,2019,734
33046,PF,2018,1696
33046,PF,2019,1692
33047,F,2018,55
33047,F,2019,53
33047,PF,2018,73
33047,PF,2019,69
33048,F,2018,1171
33048,F,2019,1176
33048,PF,2018,2484
33048,PF,2019,2477
33049,F,2018,1576
33049,F,2019,1561
33049,PF,2018,2984
33049,PF,2019,2937
34001,F,2018,1047
34001,F,2019,1057
34001,PF,2018,2130
34001,PF,2019,2114
34002,F,2018,1151
34002,F,2019,1134
34002,PF,2018,2140
34002,PF,2019,2110
34003,F,2018,1662
34003,F,2019,1658
34003,PF,2018,3314
34003,PF,2019,3278
34004,F,2018,1109
34004,F,2019,1111
34004,PF,2018,1976
34004,PF,2019,1983
34005,F,2018,432
34005,F,2019,434
34005,PF,2018,694
34005,PF,2019,682
34006,F,2018,3309
34006,F,2019,3284
34006,PF,2018,6856
34006,PF,2019,6805
34007,F,2018,2950
34007,F,2019,2931
34007,PF,2018,6849
34007,PF,2019,6815
34008,F,2018,954
34008,F,2019,957
34008,PF,2018,2096
34008,PF,2019,2090
34009,F,2018,6417
34009,F,2019,6407
34009,PF,2018,14643
34009,PF,2019,14615
34010,F,2018,3885
34010,F,2019,3906
34010,PF,2018,9036
34010,PF,2019,9050
34011,F,2018,525
34011,F,2019,519
34011,PF,2018,1079
34011,PF,2019,1075
34012,F,2018,1015
34012,F,2019,998
34012,PF,2018,1849
34012,PF,2019,1799
34013,F,2018,3732
34013,F,2019,3793
34013,PF,2018,8985
34013,PF,2019,9124
34014,F,2018,11782
34014,F,2019,11824
34014,PF,2018,26678
34014,PF,2019,26768
34015,F,2018,2941
34015,F,2019,2974
34015,PF,2018,6968
34015,PF,2019,7043
34016,F,2018,2367
34016,F,2019,2375
34016,PF,2018,5553
34016,PF,2019,5595
34017,F,2018,2610
34017,F,2019,2621
34017,PF,2018,5932
34017,PF,2019,5931
34018,F,2018,4435
34018,F,2019,4477
34018,PF,2018,10381
34018,PF,2019,10537
34019,F,2018,2154
34019,F,2019,2163
34019,PF,2018,5037
34019,PF,2019,5047
34020,F,2018,4598
34020,F,2019,4616
34020,PF,2018,10902
34020,PF,2019,10901
34051,F,2018,5247
34051,PF,2018,12545
34022,F,2018,554
34022,F,2019,543
34022,PF,2018,874
34022,PF,2019,858
34023,F,2018,4849
34023,F,2019,4860
34023,PF,2018,10993
34023,PF,2019,11055
34024,F,2018,1726
34024,F,2019,1723
34024,PF,2018,3572
34024,PF,2019,3526
34025,F,2018,5529
34025,F,2019,5575
34025,PF,2018,12875
34025,PF,2019,12886
34026,F,2018,629
34026,F,2019,620
34026,PF,2018,1105
34026,PF,2019,1086
34027,F,2018,92684
34027,F,2019,93488
34027,PF,2018,195583
34027,PF,2019,197290
34028,F,2018,527
34028,F,2019,509
34028,PF,2018,991
34028,PF,2019,967
34030,F,2018,1252
34030,F,2019,1247
34030,PF,2018,2903
34030,PF,2019,2900
34031,F,2018,2447
34031,F,2019,2475
34031,PF,2018,5620
34031,PF,2019,5673
34032,F,2018,8965
34032,F,2019,9061
34032,PF,2018,19150
34032,PF,2019,19297
34033,F,2018,2367
34033,F,2019,2397
34033,PF,2018,5632
34033,PF,2019,5724
34035,F,2018,817
34035,F,2019,815
34035,PF,2018,1726
34035,PF,2019,1709
34036,F,2018,1949
34036,F,2019,1949
34036,PF,2018,4802
34036,PF,2019,4792
34038,F,2018,600
34038,F,2019,590
34038,PF,2018,1189
34038,PF,2019,1187
34039,F,2018,1040
34039,F,2019,1049
34039,PF,2018,2106
34039,PF,2019,2111
34040,F,2018,545
34040,F,2019,540
34040,PF,2018,936
34040,PF,2019,919
34041,F,2018,3273
34041,F,2019,3283
34041,PF,2018,7632
34041,PF,2019,7695
34042,F,2018,4084
34042,F,2019,4150
34042,PF,2018,9470
34042,PF,2019,9546
34044,F,2018,305
34044,F,2019,303
34044,PF,2018,512
34044,PF,2019,522
34045,F,2018,1185
34045,F,2019,1177
34045,PF,2018,2626
34045,PF,2019,2606
34046,F,2018,665
34046,F,2019,662
34046,PF,2018,1181
34046,PF,2019,1172
34049,F,2018,3063
34049,F,2019,3083
34049,PF,2018,7774
34049,PF,2019,7745
34050,F,2018,1331
34050,F,2019,1340
34050,PF,2018,3129
34050,PF,2019,3154
34051,F,2019,5251
34051,PF,2019,12523
35001,F,2018,3763
35001,F,2019,3779
35001,PF,2018,8811
35001,PF,2019,8816
35002,F,2018,3869
35002,F,2019,3894
35002,PF,2018,9657
35002,PF,2019,9650
35003,F,2018,1423
35003,F,2019,1424
35003,PF,2018,3223
35003,PF,2019,3203
35004,F,2018,4124
35004,F,2019,4146
35004,PF,2018,10144
35004,PF,2019,10104
35005,F,2018,2096
35005,F,2019,2134
35005,PF,2018,5308
35005,PF,2019,5301
35006,F,2018,2207
35006,F,2019,2221
35006,PF,2018,5594
35006,PF,2019,5627
35008,F,2018,4188
35008,F,2019,4251
35008,PF,2018,10572
35008,PF,2019,10643
35009,F,2018,2129
35009,F,2019,2152
35009,PF,2018,5568
35009,PF,2019,5601
35010,F,2018,2108
35010,F,2019,2116
35010,PF,2018,5214
35010,PF,2019,5201
35011,F,2018,1759
35011,F,2019,1774
35011,PF,2018,4001
35011,PF,2019,3949
35012,F,2018,7747
35012,F,2019,7759
35012,PF,2018,18977
35012,PF,2019,18950
35013,F,2018,2031
35013,F,2019,2041
35013,PF,2018,4452
35013,PF,2019,4420
35014,F,2018,6138
35014,F,2019,6204
35014,PF,2018,15259
35014,PF,2019,15320
35015,F,2018,3401
35015,F,2019,3434
35015,PF,2018,8346
35015,PF,2019,8392
35016,F,2018,4674
35016,F,2019,4720
35016,PF,2018,10446
35016,PF,2019,10415
35017,F,2018,4117
35017,F,2019,4144
35017,PF,2018,9827
35017,PF,2019,9785
35018,F,2018,1648
35018,F,2019,1676
35018,PF,2018,3722
35018,PF,2019,3710
35020,F,2018,10414
35020,F,2019,10424
35020,PF,2018,25400
35020,PF,2019,25193
35021,F,2018,2665
35021,F,2019,2691
35021,PF,2018,6597
35021,PF,2019,6633
35022,F,2018,2386
35022,F,2019,2402
35022,PF,2018,5754
35022,PF,2019,5787
35023,F,2018,2624
35023,F,2019,2638
35023,PF,2018,6420
35023,PF,2019,6324
35024,F,2018,6261
35024,F,2019,6270
35024,PF,2018,14843
35024,PF,2019,14789
35026,F,2018,3398
35026,F,2019,3397
35026,PF,2018,8751
35026,PF,2019,8646
35027,F,2018,4384
35027,F,2019,4380
35027,PF,2018,10423
35027,PF,2019,10466
35028,F,2018,5477
35028,F,2019,5473
35028,PF,2018,13431
35028,PF,2019,13371
35029,F,2018,2866
35029,F,2019,2881
35029,PF,2018,7127
35029,PF,2019,7157
35030,F,2018,5391
35030,F,2019,5398
35030,PF,2018,13198
35030,PF,2019,13169
35032,F,2018,3417
35032,F,2019,3451
35032,PF,2018,9047
35032,PF,2019,9068
35033,F,2018,77416
35033,F,2019,78053
35033,PF,2018,169747
35033,PF,2019,169975
35034,F,2018,2409
35034,F,2019,2419
35034,PF,2018,6043
35034,PF,2019,6002
35035,F,2018,1553
35035,F,2019,1554
35035,PF,2018,4064
35035,PF,2019,4006
35036,F,2018,6203
35036,F,2019,6227
35036,PF,2018,14813
35036,PF,2019,14760
35037,F,2018,3232
35037,F,2019,3263
35037,PF,2018,8024
35037,PF,2019,8113
35038,F,2018,2694
35038,F,2019,2722
35038,PF,2018,6206
35038,PF,2019,6248
35039,F,2018,4622
35039,F,2019,4629
35039,PF,2018,11237
35039,PF,2019,11201
35040,F,2018,10672
35040,F,2019,10768
35040,PF,2018,25685
35040,PF,2019,25791
35041,F,2018,1932
35041,F,2019,1920
35041,PF,2018,4349
35041,PF,2019,4292
35042,F,2018,874
35042,F,2019,867
35042,PF,2018,1820
35042,PF,2019,1801
35043,F,2018,1802
35043,F,2019,1822
35043,PF,2018,4232
35043,PF,2019,4264
35044,F,2018,1481
35044,F,2019,1503
35044,PF,2018,3337
35044,PF,2019,3340
35045,F,2018,1896
35045,F,2019,1894
35045,PF,2018,3647
35045,PF,2019,3609
35046,F,2018,2194
35046,F,2019,2176
35046,PF,2018,4101
35046,PF,2019,4048
36001,F,2018,1736
36001,F,2019,1746
36001,PF,2018,4198
36001,PF,2019,4195
36002,F,2018,4048
36002,F,2019,4084
36002,PF,2018,10026
36002,PF,2019,10029
36003,F,2018,3653
36003,F,2019,3652
36003,PF,2018,8719
36003,PF,2019,8670
36004,F,2018,1259
36004,F,2019,1275
36004,PF,2018,3147
36004,PF,2019,3192
36005,F,2018,30484
36005,F,2019,30961
36005,PF,2018,71736
36005,PF,2019,71965
36006,F,2018,13595
36006,F,2019,13690
36006,PF,2018,32732
36006,PF,2019,32739
36007,F,2018,6073
36007,F,2019,6110
36007,PF,2018,15018
36007,PF,2019,15032
36008,F,2018,4558
36008,F,2019,4583
36008,PF,2018,11260
36008,PF,2019,11233
36009,F,2018,2887
36009,F,2019,2919
36009,PF,2018,6906
36009,PF,2019,6974
36010,F,2018,3427
36010,F,2019,3451
36010,PF,2018,8232
36010,PF,2019,8171
36011,F,2018,1529
36011,F,2019,1539
36011,PF,2018,2914
36011,PF,2019,2932
36012,F,2018,6626
36012,F,2019,6619
36012,PF,2018,15275
36012,PF,2019,15081
36013,F,2018,6722
36013,F,2019,6803
36013,PF,2018,17030
36013,PF,2019,17066
36014,F,2018,620
36014,F,2019,609
36014,PF,2018,1216
36014,PF,2019,1199
36015,F,2018,14088
36015,F,2019,14162
36015,PF,2018,34236
36015,PF,2019,34215
36016,F,2018,952
36016,F,2019,935
36016,PF,2018,1841
36016,PF,2019,1816
36017,F,2018,1817
36017,F,2019,1827
36017,PF,2018,3872
36017,PF,2019,3909
36018,F,2018,1357
36018,F,2019,1349
36018,PF,2018,2671
36018,PF,2019,2668
36019,F,2018,7064
36019,F,2019,7124
36019,PF,2018,17495
36019,PF,2019,17462
36020,F,2018,2143
36020,F,2019,2156
36020,PF,2018,5215
36020,PF,2019,5231
36021,F,2018,2659
36021,F,2019,2655
36021,PF,2018,6293
36021,PF,2019,6236
36022,F,2018,10271
36022,F,2019,10386
36022,PF,2018,23770
36022,PF,2019,23968
36023,F,2018,85218
36023,F,2019,85477
36023,PF,2018,186863
36023,PF,2019,186698
36024,F,2018,473
36024,F,2019,473
36024,PF,2018,922
36024,PF,2019,910
36025,F,2018,1044
36025,F,2019,1045
36025,PF,2018,2100
36025,PF,2019,2093
36026,F,2018,1618
36026,F,2019,1602
36026,PF,2018,3289
36026,PF,2019,3232
36027,F,2018,6589
36027,F,2019,6612
36027,PF,2018,15899
36027,PF,2019,15900
36028,F,2018,4011
36028,F,2019,4046
36028,PF,2018,9868
36028,PF,2019,9834
36029,F,2018,1023
36029,F,2019,1012
36029,PF,2018,2109
36029,PF,2019,2073
36030,F,2018,7702
36030,F,2019,7762
36030,PF,2018,17684
36030,PF,2019,17838
36031,F,2018,1141
36031,F,2019,1140
36031,PF,2018,2301
36031,PF,2019,2269
36032,F,2018,776
36032,F,2019,778
36032,PF,2018,1595
36032,PF,2019,1583
36033,F,2018,1581
36033,F,2019,1592
36033,PF,2018,3710
36033,PF,2019,3732
36034,F,2018,2556
36034,F,2019,2565
36034,PF,2018,6135
36034,PF,2019,6155
36035,F,2018,357
36035,F,2019,355
36035,PF,2018,687
36035,PF,2019,683
36036,F,2018,2764
36036,F,2019,2801
36036,PF,2018,6508
36036,PF,2019,6546
36037,F,2018,4506
36037,F,2019,4499
36037,PF,2018,10796
36037,PF,2019,10771
36038,F,2018,1414
36038,F,2019,1419
36038,PF,2018,3516
36038,PF,2019,3459
36039,F,2018,2519
36039,F,2019,2570
36039,PF,2018,5956
36039,PF,2019,6011
36040,F,2018,16917
36040,F,2019,17028
36040,PF,2018,40135
36040,PF,2019,40021
36041,F,2018,3779
36041,F,2019,3810
36041,PF,2018,9242
36041,PF,2019,9254
36042,F,2018,3778
36042,F,2019,3838
36042,PF,2018,8384
36042,PF,2019,8464
36043,F,2018,1367
36043,F,2019,1363
36043,PF,2018,2456
36043,PF,2019,2432
36044,F,2018,6392
36044,F,2019,6446
36044,PF,2018,15346
36044,PF,2019,15421
36045,F,2018,5233
36045,F,2019,5257
36045,PF,2018,12697
36045,PF,2019,12680
36046,F,2018,10545
36046,F,2019,10592
36046,PF,2018,25292
36046,PF,2019,25433
36047,F,2018,2167
36047,F,2019,2195
36047,PF,2018,4536
36047,PF,2019,4554
37001,F,2018,5333
37001,F,2019,5344
37001,PF,2018,12296
37001,PF,2019,12346
37002,F,2018,4340
37002,F,2019,4339
37002,PF,2018,9817
37002,PF,2019,9727
37003,F,2018,3038
37003,F,2019,3055
37003,PF,2018,7019
37003,PF,2019,7035
37005,F,2018,2460
37005,F,2019,2483
37005,PF,2018,5641
37005,PF,2019,5722
37006,F,2018,207047
37006,F,2019,209210
37006,PF,2018,389070
37006,PF,2019,391382
37007,F,2018,1379
37007,F,2019,1398
37007,PF,2018,3257
37007,PF,2019,3247
37008,F,2018,8056
37008,F,2019,8104
37008,PF,2018,18039
37008,PF,2019,18085
37009,F,2018,5904
37009,F,2019,5970
37009,PF,2018,13270
37009,PF,2019,13315
37010,F,2018,930
37010,F,2019,926
37010,PF,2018,1799
37010,PF,2019,1802
37011,F,2018,17424
37011,F,2019,17478
37011,PF,2018,36070
37011,PF,2019,36074
37012,F,2018,1473
37012,F,2019,1472
37012,PF,2018,3413
37012,PF,2019,3377
