CMN,dominio,anno,valore
70043,PF,2019,1425
70044,F,2018,177
70044,F,2019,169
70044,PF,2018,346
70044,PF,2019,334
70045,F,2018,169
70045,F,2019,163
70045,PF,2018,337
70045,PF,2019,327
70046,F,2018,2769
70046,F,2019,2737
70046,PF,2018,6411
70046,PF,2019,6258
70047,F,2018,194
70047,F,2019,192
70047,PF,2018,397
70047,PF,2019,395
70048,F,2018,284
70048,F,2019,280
70048,PF,2018,568
70048,PF,2019,559
70049,F,2018,686
70049,F,2019,692
70049,PF,2018,1676
70049,PF,2019,1660
70050,F,2018,728
70050,F,2019,714
70050,PF,2018,1669
70050,PF,2019,1651
70051,F,2018,1437
70051,F,2019,1435
70051,PF,2018,3590
70051,PF,2019,3547
70052,F,2018,519
70052,F,2019,510
70052,PF,2018,1107
70052,PF,2019,1093
70053,F,2018,555
70053,F,2019,549
70053,PF,2018,1277
70053,PF,2019,1269
70054,F,2018,98
70054,F,2019,91
70054,PF,2018,222
70054,PF,2019,219
70055,F,2018,981
70055,F,2019,977
70055,PF,2018,2436
70055,PF,2019,2402
70056,F,2018,55
70056,F,2019,53
70056,PF,2018,109
70056,PF,2019,105
70057,F,2018,2163
70057,F,2019,2178
70057,PF,2018,5058
70057,PF,2019,5030
70058,F,2018,243
70058,F,2019,248
70058,PF,2018,472
70058,PF,2019,473
70059,F,2018,1228
70059,F,2019,1238
70059,PF,2018,3056
70059,PF,2019,3037
70060,F,2018,297
70060,F,2019,284
70060,PF,2018,701
70060,PF,2019,675
70061,F,2018,493
70061,F,2019,500
70061,PF,2018,1111
70061,PF,2019,1111
70062,F,2018,286
70062,F,2019,289
70062,PF,2018,648
70062,PF,2019,644
70063,F,2018,94
70063,F,2019,89
70063,PF,2018,164
70063,PF,2019,153
70064,F,2018,291
70064,F,2019,294
70064,PF,2018,599
70064,PF,2019,588
70065,F,2018,585
70065,F,2019,577
70065,PF,2018,1397
70065,PF,2019,1401
70066,F,2018,274
70066,F,2019,271
70066,PF,2018,548
70066,PF,2019,528
70067,F,2018,451
70067,F,2019,436
70067,PF,2018,977
70067,PF,2019,943
70068,F,2018,436
70068,F,2019,435
70068,PF,2018,1028
70068,PF,2019,1024
70069,F,2018,1868
70069,F,2019,1898
70069,PF,2018,4673
70069,PF,2019,4667
70070,F,2018,423
70070,F,2019,428
70070,PF,2018,831
70070,PF,2019,823
70071,F,2018,200
70071,F,2019,205
70071,PF,2018,469
70071,PF,2019,464
70072,F,2018,1793
70072,F,2019,1784
70072,PF,2018,4302
70072,PF,2019,4231
70073,F,2018,154
70073,F,2019,154
70073,PF,2018,340
70073,PF,2019,335
70074,F,2018,741
70074,F,2019,736
70074,PF,2018,1665
70074,PF,2019,1642
70075,F,2018,772
70075,F,2019,777
70075,PF,2018,1823
70075,PF,2019,1800
70076,F,2018,515
70076,F,2019,510
70076,PF,2018,1237
70076,PF,2019,1225
70077,F,2018,329
70077,F,2019,321
70077,PF,2018,665
70077,PF,2019,633
70078,F,2018,14469
70078,F,2019,14521
70078,PF,2018,33277
70078,PF,2019,33137
70079,F,2018,322
70079,F,2019,323
70079,PF,2018,731
70079,PF,2019,719
70080,F,2018,595
70080,F,2019,600
70080,PF,2018,1327
70080,PF,2019,1320
70081,F,2018,1909
70081,F,2019,1888
70081,PF,2018,4601
70081,PF,2019,4545
70082,F,2018,398
70082,F,2019,396
70082,PF,2018,860
70082,PF,2019,839
70083,F,2018,1066
70083,F,2019,1061
70083,PF,2018,2601
70083,PF,2019,2574
70084,F,2018,1414
70084,F,2019,1433
70084,PF,2018,3316
70084,PF,2019,3325
71001,F,2018,1017
71001,F,2019,1020
71001,PF,2018,2256
71001,PF,2019,2241
71002,F,2018,448
71002,F,2019,447
71002,PF,2018,914
71002,PF,2019,893
71003,F,2018,534
71003,F,2019,527
71003,PF,2018,1194
71003,PF,2019,1166
71004,F,2018,5120
71004,F,2019,5166
71004,PF,2018,12874
71004,PF,2019,12810
71005,F,2018,2410
71005,F,2019,2432
71005,PF,2018,6056
71005,PF,2019,6027
71006,F,2018,1151
71006,F,2019,1140
71006,PF,2018,2686
71006,PF,2019,2671
71007,F,2018,1431
71007,F,2019,1423
71007,PF,2018,3164
71007,PF,2019,3105
71008,F,2018,2788
71008,F,2019,2805
71008,PF,2018,6953
71008,PF,2019,6877
71009,F,2018,1097
71009,F,2019,1100
71009,PF,2018,2634
71009,PF,2019,2605
71010,F,2018,2413
71010,F,2019,2447
71010,PF,2018,6610
71010,PF,2019,6573
71011,F,2018,422
71011,F,2019,410
71011,PF,2018,889
71011,PF,2019,852
71012,F,2018,1789
71012,F,2019,1772
71012,PF,2018,4056
71012,PF,2019,3963
71013,F,2018,663
71013,F,2019,647
71013,PF,2018,1448
71013,PF,2019,1417
71014,F,2018,774
71014,F,2019,764
71014,PF,2018,1789
71014,PF,2019,1750
71015,F,2018,872
71015,F,2019,882
71015,PF,2018,2078
71015,PF,2019,2051
71016,F,2018,531
71016,F,2019,531
71016,PF,2018,1242
71016,PF,2019,1240
71017,F,2018,599
71017,F,2019,603
71017,PF,2018,1359
71017,PF,2019,1346
71018,F,2018,673
71018,F,2019,670
71018,PF,2018,1503
71018,PF,2019,1477
71019,F,2018,96
71019,F,2019,98
71019,PF,2018,158
71019,PF,2019,163
71020,F,2018,19719
71020,F,2019,19905
71020,PF,2018,55331
71020,PF,2019,55218
71021,F,2018,743
71021,F,2019,724
71021,PF,2018,1642
71021,PF,2019,1596
71022,F,2018,1573
71022,F,2019,1566
71022,PF,2018,3680
71022,PF,2019,3637
71023,F,2018,286
71023,F,2019,294
71023,PF,2018,618
71023,PF,2019,611
71024,F,2018,61039
71024,F,2019,61356
71024,PF,2018,150043
71024,PF,2019,149097
71025,F,2018,1933
71025,F,2019,1970
71025,PF,2018,4329
71025,PF,2019,4342
71026,F,2018,284
71026,F,2019,280
71026,PF,2018,464
71026,PF,2019,452
71027,F,2018,2692
71027,F,2019,2729
71027,PF,2018,6239
71027,PF,2019,6225
71028,F,2018,12451
71028,F,2019,12495
71028,PF,2018,32431
71028,PF,2019,32046
71029,F,2018,21064
71029,F,2019,21249
71029,PF,2018,55788
71029,PF,2019,55415
71031,F,2018,2520
71031,F,2019,2528
71031,PF,2018,6163
71031,PF,2019,6127
71032,F,2018,450
71032,F,2019,436
71032,PF,2018,957
71032,PF,2019,947
71033,F,2018,4909
71033,F,2019,4875
71033,PF,2018,11971
71033,PF,2019,11808
71034,F,2018,340
71034,F,2019,334
71034,PF,2018,687
71034,PF,2019,673
71035,F,2018,1218
71035,F,2019,1192
71035,PF,2018,2614
71035,PF,2019,2566
71036,F,2018,6204
71036,F,2019,6253
71036,PF,2018,17188
71036,PF,2019,17050
71037,F,2018,367
71037,F,2019,369
71037,PF,2018,741
71037,PF,2019,729
71038,F,2018,1946
71038,F,2019,1954
71038,PF,2018,4389
71038,PF,2019,4344
71039,F,2018,1068
71039,F,2019,1064
71039,PF,2018,2630
71039,PF,2019,2602
71040,F,2018,1131
71040,F,2019,1129
71040,PF,2018,2618
71040,PF,2019,2587
71041,F,2018,850
71041,F,2019,846
71041,PF,2018,1967
71041,PF,2019,1928
71042,F,2018,793
71042,F,2019,778
71042,PF,2018,1809
71042,PF,2019,1756
71043,F,2018,1575
71043,F,2019,1596
71043,PF,2018,3537
71043,PF,2019,3509
71044,F,2018,483
71044,F,2019,484
71044,PF,2018,1050
71044,PF,2019,1041
71046,F,2018,10402
71046,F,2019,10588
71046,PF,2018,26540
71046,PF,2019,26472
71047,F,2018,5170
71047,F,2019,5166
71047,PF,2018,13179
71047,PF,2019,13014
71048,F,2018,448
71048,F,2019,440
71048,PF,2018,935
71048,PF,2019,897
71049,F,2018,6303
71049,F,2019,6298
71049,PF,2018,14859
71049,PF,2019,14621
71050,F,2018,2182
71050,F,2019,2202
71050,PF,2018,5694
71050,PF,2019,5669
71051,F,2018,19471
71051,F,2019,19539
71051,PF,2018,49853
71051,PF,2019,49315
71052,F,2018,930
71052,F,2019,937
71052,PF,2018,1875
71052,PF,2019,1882
71053,F,2018,1692
71053,F,2019,1671
71053,PF,2018,3842
71053,PF,2019,3768
71054,F,2018,2064
71054,F,2019,2072
71054,PF,2018,5719
71054,PF,2019,5678
71055,F,2018,1850
71055,F,2019,1851
71055,PF,2018,5190
71055,PF,2019,5135
71056,F,2018,6420
71056,F,2019,6489
71056,PF,2018,16722
71056,PF,2019,16722
71058,F,2018,2749
71058,F,2019,2741
71058,PF,2018,6982
71058,PF,2019,6925
71059,F,2018,3105
71059,F,2019,3124
71059,PF,2018,7523
71059,PF,2019,7484
71060,F,2018,5585
71060,F,2019,5641
71060,PF,2018,13705
71060,PF,2019,13660
71061,F,2018,224
71061,F,2019,219
71061,PF,2018,410
71061,PF,2019,398
71062,F,2018,809
71062,F,2019,801
71062,PF,2018,1649
71062,PF,2019,1637
71063,F,2018,1018
71063,F,2019,1035
71063,PF,2018,2810
71063,PF,2019,2836
71064,F,2018,1195
71064,F,2019,1206
71064,PF,2018,3323
71064,PF,2019,3347
72001,F,2018,8035
72001,F,2019,8098
72001,PF,2018,20226
72001,PF,2019,20157
72002,F,2018,6556
72002,F,2019,6587
72002,PF,2018,16668
72002,PF,2019,16622
72003,F,2018,4309
72003,F,2019,4313
72003,PF,2018,10622
72003,PF,2019,10566
72004,F,2018,23576
72004,F,2019,23795
72004,PF,2018,69782
72004,PF,2019,69824
72006,F,2018,133658
72006,F,2019,134506
72006,PF,2018,315059
72006,PF,2019,313906
72008,F,2018,800
72008,F,2019,796
72008,PF,2018,2204
72008,PF,2019,2193
72010,F,2018,4529
72010,F,2019,4544
72010,PF,2018,11984
72010,PF,2019,11926
72011,F,2018,19417
72011,F,2019,19602
72011,PF,2018,52700
72011,PF,2019,52441
72012,F,2018,4335
72012,F,2019,4358
72012,PF,2018,11280
72012,PF,2019,11242
72014,F,2018,5937
72014,F,2019,6062
72014,PF,2018,15200
72014,PF,2019,15262
72015,F,2018,7712
72015,F,2019,7770
72015,PF,2018,19438
72015,PF,2019,19444
72016,F,2018,5883
72016,F,2019,5936
72016,PF,2018,14532
72016,PF,2019,14466
72017,F,2018,7953
72017,F,2019,8054
72017,PF,2018,19245
72017,PF,2019,19216
72018,F,2018,2052
72018,F,2019,2072
72018,PF,2018,5733
72018,PF,2019,5693
72019,F,2018,10313
72019,F,2019,10333
72019,PF,2018,25864
72019,PF,2019,25821
72020,F,2018,17884
72020,F,2019,18037
72020,PF,2018,47592
72020,PF,2019,47381
72021,F,2018,11421
72021,F,2019,11478
72021,PF,2018,27181
72021,PF,2019,27041
72022,F,2018,7991
72022,F,2019,8015
72022,PF,2018,19618
72022,PF,2019,19496
72023,F,2018,15187
72023,F,2019,15311
72023,PF,2018,42698
72023,PF,2019,42560
72024,F,2018,4711
72024,F,2019,4740
72024,PF,2018,12408
72024,PF,2019,12358
72025,F,2018,5709
72025,F,2019,5761
72025,PF,2018,14094
72025,PF,2019,14089
72027,F,2018,14338
72027,F,2019,14337
72027,PF,2018,37841
72027,PF,2019,37522
72028,F,2018,10130
72028,F,2019,10190
72028,PF,2018,24889
72028,PF,2019,24721
72029,F,2018,23387
72029,F,2019,23547
72029,PF,2018,58259
72029,PF,2019,58029
72030,F,2018,19036
72030,F,2019,19304
72030,PF,2018,47961
72030,PF,2019,48023
72031,F,2018,7488
72031,F,2019,7532
72031,PF,2018,18677
72031,PF,2019,18566
72032,F,2018,9434
72032,F,2019,9479
72032,PF,2018,26068
72032,PF,2019,25984
72033,F,2018,7792
72033,F,2019,7806
72033,PF,2018,20966
72033,PF,2019,20856
72034,F,2018,540
72034,F,2019,532
72034,PF,2018,1331
72034,PF,2019,1293
72035,F,2018,7183
72035,F,2019,7179
72035,PF,2018,17660
72035,PF,2019,17563
72036,F,2018,10998
72036,F,2019,11090
72036,PF,2018,26107
72036,PF,2019,26052
72037,F,2018,6819
72037,F,2019,6916
72037,PF,2018,18379
72037,PF,2019,18416
72038,F,2018,9852
72038,F,2019,9905
72038,PF,2018,25018
72038,PF,2019,24878
72039,F,2018,2635
72039,F,2019,2641
72039,PF,2018,6270
72039,PF,2019,6247
72040,F,2018,3642
72040,F,2019,3664
72040,PF,2018,9687
72040,PF,2019,9639
72041,F,2018,9763
72041,F,2019,9762
72041,PF,2018,26077
72041,PF,2019,25876
72043,F,2018,9861
72043,F,2019,9940
72043,PF,2018,26252
72043,PF,2019,26168
72044,F,2018,3211
72044,F,2019,3214
72044,PF,2018,8219
72044,PF,2019,8130
72046,F,2018,10213
72046,F,2019,10278
72046,PF,2018,26607
72046,PF,2019,26434
72047,F,2018,5250
72047,F,2019,5330
72047,PF,2018,12912
72047,PF,2019,12947
72048,F,2018,6923
72048,F,2019,7042
72048,PF,2018,17452
72048,PF,2019,17400
73001,F,2018,2621
73001,F,2019,2640
73001,PF,2018,6475
73001,PF,2019,6436
73002,F,2018,2581
73002,F,2019,2576
73002,PF,2018,6872
73002,PF,2019,6737
73003,F,2018,6938
73003,F,2019,7006
73003,PF,2018,16347
73003,PF,2019,16246
73004,F,2018,5326
73004,F,2019,5300
73004,PF,2018,13388
73004,PF,2019,13259
73005,F,2018,1318
73005,F,2019,1335
73005,PF,2018,3460
73005,PF,2019,3455
73006,F,2018,2043
73006,F,2019,2044
73006,PF,2018,5137
73006,PF,2019,5090
73007,F,2018,8782
73007,F,2019,8855
73007,PF,2018,21803
73007,PF,2019,21725
73008,F,2018,12197
73008,F,2019,12199
73008,PF,2018,31410
73008,PF,2019,31092
73009,F,2018,5543
73009,F,2019,5595
73009,PF,2018,15006
73009,PF,2019,14928
73010,F,2018,3567
73010,F,2019,3598
73010,PF,2018,8084
73010,PF,2019,8048
73011,F,2018,3719
73011,F,2019,3752
73011,PF,2018,9808
73011,PF,2019,9729
73012,F,2018,12640
73012,F,2019,12710
73012,PF,2018,30393
73012,PF,2019,30165
73013,F,2018,20217
73013,F,2019,20247
73013,PF,2018,47961
73013,PF,2019,47626
73014,F,2018,2319
73014,F,2019,2322
73014,PF,2018,5213
73014,PF,2019,5197
73015,F,2018,12104
73015,F,2019,12212
73015,PF,2018,31988
73015,PF,2019,31940
73016,F,2018,2096
73016,F,2019,2100
73016,PF,2018,5526
73016,PF,2019,5490
73017,F,2018,1476
73017,F,2019,1480
73017,PF,2018,3737
73017,PF,2019,3710
73018,F,2018,935
73018,F,2019,940
73018,PF,2018,2344
73018,PF,2019,2326
73019,F,2018,6294
73019,F,2019,6336
73019,PF,2018,15665
73019,PF,2019,15574
73020,F,2018,2835
73020,F,2019,2859
73020,PF,2018,7661
73020,PF,2019,7621
73021,F,2018,5902
73021,F,2019,5952
73021,PF,2018,15840
73021,PF,2019,15775
73022,F,2018,4850
73022,F,2019,4892
73022,PF,2018,11382
73022,PF,2019,11359
73023,F,2018,682
73023,F,2019,692
73023,PF,2018,1797
73023,PF,2019,1794
73024,F,2018,5796
73024,F,2019,5817
73024,PF,2018,14673
73024,PF,2019,14523
73025,F,2018,3226
73025,F,2019,3249
73025,PF,2018,9055
73025,PF,2019,9008
73026,F,2018,6153
73026,F,2019,6176
73026,PF,2018,15603
73026,PF,2019,15501
73027,F,2018,80601
73027,F,2019,80999
73027,PF,2018,191805
73027,PF,2019,190161
73028,F,2018,1745
73028,F,2019,1762
73028,PF,2018,4182
73028,PF,2019,4169
73029,F,2018,4964
73029,F,2019,5005
73029,PF,2018,13450
73029,PF,2019,13313
74001,F,2018,35458
74001,F,2019,35501
74001,PF,2018,85263
74001,PF,2019,84336
74002,F,2018,6814
74002,F,2019,6957
74002,PF,2018,17003
74002,PF,2019,17079
74003,F,2018,8384
74003,F,2019,8440
74003,PF,2018,19292
74003,PF,2019,19169
74004,F,2018,2654
74004,F,2019,2655
74004,PF,2018,6401
74004,PF,2019,6333
74005,F,2018,4892
74005,F,2019,4913
74005,PF,2018,11428
74005,PF,2019,11347
74006,F,2018,3004
74006,F,2019,3030
74006,PF,2018,8452
74006,PF,2019,8393
74007,F,2018,15771
74007,F,2019,15899
74007,PF,2018,39045
74007,PF,2019,38906
74008,F,2018,13429
74008,F,2019,13514
74008,PF,2018,35703
74008,PF,2019,35497
74009,F,2018,5589
74009,F,2019,5570
74009,PF,2018,14037
74009,PF,2019,13906
74010,F,2018,10766
74010,F,2019,10843
74010,PF,2018,25945
74010,PF,2019,25828
74011,F,2018,5915
74011,F,2019,5980
74011,PF,2018,14823
74011,PF,2019,14762
74012,F,2018,13197
74012,F,2019,13324
74012,PF,2018,30350
74012,PF,2019,30244
74013,F,2018,2573
74013,F,2019,2573
74013,PF,2018,6403
74013,PF,2019,6298
74014,F,2018,2447
74014,F,2019,2480
74014,PF,2018,6219
74014,PF,2019,6229
74015,F,2018,3739
74015,F,2019,3751
74015,PF,2018,9748
74015,PF,2019,9606
74016,F,2018,5587
74016,F,2019,5590
74016,PF,2018,13405
74016,PF,2019,13295
74017,F,2018,7399
74017,F,2019,7431
74017,PF,2018,18509
74017,PF,2019,18368
74018,F,2018,2334
74018,F,2019,2322
74018,PF,2018,5304
74018,PF,2019,5258
74019,F,2018,3905
74019,F,2019,3944
74019,PF,2018,10292
74019,PF,2019,10229
74020,F,2018,3596
74020,F,2019,3602
74020,PF,2018,9078
74020,PF,2019,9035
75098,F,2018,4055
75098,PF,2018,9694
75002,F,2018,2447
75002,F,2019,2447
75002,PF,2018,6282
75002,PF,2019,6206
75003,F,2018,2303
75003,F,2019,2356
75003,PF,2018,5599
75003,PF,2019,5634
75004,F,2018,2832
75004,F,2019,2843
75004,PF,2018,6606
75004,PF,2019,6533
75005,F,2018,1844
75005,F,2019,1853
75005,PF,2018,4683
75005,PF,2019,4635
75006,F,2018,3671
75006,F,2019,3700
75006,PF,2018,9138
75006,PF,2019,9087
75007,F,2018,1604
75007,F,2019,1586
75007,PF,2018,4036
75007,PF,2019,3995
75008,F,2018,689
75008,F,2019,693
75008,PF,2018,1815
75008,PF,2019,1808
75009,F,2018,1054
75009,F,2019,1053
75009,PF,2018,2692
75009,PF,2019,2667
75010,F,2018,2874
75010,F,2019,2885
75010,PF,2018,6857
75010,PF,2019,6843
75011,F,2018,4076
75011,F,2019,4053
75011,PF,2018,10094
75011,PF,2019,9970
75012,F,2018,683
75012,F,2019,682
75012,PF,2018,1677
75012,PF,2019,1669
75013,F,2018,1017
75013,F,2019,1028
75013,PF,2018,2400
75013,PF,2019,2386
75014,F,2018,4595
75014,F,2019,4626
75014,PF,2018,11803
75014,PF,2019,11676
75015,F,2018,1456
75015,F,2019,1479
75015,PF,2018,3705
75015,PF,2019,3694
75016,F,2018,7839
75016,F,2019,7866
75016,PF,2018,19855
75016,PF,2019,19690
75017,F,2018,1168
75017,F,2019,1173
75017,PF,2018,2843
75017,PF,2019,2804
75018,F,2018,1553
75018,F,2019,1559
75018,PF,2018,3816
75018,PF,2019,3776
75019,F,2018,2336
75019,F,2019,2351
75019,PF,2018,5157
75019,PF,2019,5157
75020,F,2018,5069
75020,F,2019,5117
75020,PF,2018,12597
75020,PF,2019,12586
75021,F,2018,2372
75021,F,2019,2368
75021,PF,2018,5797
75021,PF,2019,5738
75022,F,2018,8989
75022,F,2019,9038
75022,PF,2018,23611
75022,PF,2019,23429
75023,F,2018,2357
75023,F,2019,2369
75023,PF,2018,5724
75023,PF,2019,5687
75024,F,2018,1994
75024,F,2019,1993
75024,PF,2018,5325
75024,PF,2019,5268
75025,F,2018,1568
75025,F,2019,1565
75025,PF,2018,4044
75025,PF,2019,3996
75026,F,2018,3827
75026,F,2019,3841
75026,PF,2018,8858
75026,PF,2019,8798
75027,F,2018,1325
75027,F,2019,1334
75027,PF,2018,2925
75027,PF,2019,2889
75028,F,2018,2098
75028,F,2019,2129
75028,PF,2018,5023
75028,PF,2019,5006
75029,F,2018,11021
75029,F,2019,11112
75029,PF,2018,26404
75029,PF,2019,26173
75030,F,2018,6242
75030,F,2019,6311
75030,PF,2018,15230
75030,PF,2019,15126
75031,F,2018,8845
75031,F,2019,8926
75031,PF,2018,20386
75031,PF,2019,20206
75032,F,2018,500
75032,F,2019,496
75032,PF,2018,1176
75032,PF,2019,1155
75033,F,2018,769
75033,F,2019,786
75033,PF,2018,1923
75033,PF,2019,1935
75034,F,2018,2337
75034,F,2019,2355
75034,PF,2018,5644
75034,PF,2019,5578
75035,F,2018,43701
75035,F,2019,44435
75035,PF,2018,92753
75035,PF,2019,93141
75036,F,2018,3428
75036,F,2019,3488
75036,PF,2018,8497
75036,PF,2019,8576
75037,F,2018,5243
75037,F,2019,5242
75037,PF,2018,13939
75037,PF,2019,13857
75038,F,2018,4736
75038,F,2019,4802
75038,PF,2018,11650
75038,PF,2019,11686
75039,F,2018,5899
75039,F,2019,5916
75039,PF,2018,13980
75039,PF,2019,13845
75040,F,2018,3622
75040,F,2019,3626
75040,PF,2018,8813
75040,PF,2019,8759
75041,F,2018,690
75041,F,2019,695
75041,PF,2018,1615
75041,PF,2019,1604
75042,F,2018,4500
75042,F,2019,4530
75042,PF,2018,11318
75042,PF,2019,11211
75043,F,2018,4414
75043,F,2019,4486
75043,PF,2018,9902
75043,PF,2019,9932
75044,F,2018,2729
75044,F,2019,2754
75044,PF,2018,6925
75044,PF,2019,6878
75045,F,2018,875
75045,F,2019,881
75045,PF,2018,2176
75045,PF,2019,2175
75046,F,2018,1312
75046,F,2019,1323
75046,PF,2018,3439
75046,PF,2019,3403
75047,F,2018,1517
75047,F,2019,1524
75047,PF,2018,3591
75047,PF,2019,3556
75048,F,2018,5487
75048,F,2019,5518
75048,PF,2018,13807
75048,PF,2019,13672
75049,F,2018,952
75049,F,2019,969
75049,PF,2018,2629
75049,PF,2019,2622
75050,F,2018,1405
75050,F,2019,1407
75050,PF,2018,3190
75050,PF,2019,3153
75051,F,2018,1964
75051,F,2019,1979
75051,PF,2018,4865
75051,PF,2019,4864
75052,F,2018,13365
75052,F,2019,13547
75052,PF,2018,30777
75052,PF,2019,30751
75053,F,2018,2118
75053,F,2019,2115
75053,PF,2018,5154
75053,PF,2019,5066
75054,F,2018,890
75054,F,2019,896
75054,PF,2018,2224
75054,PF,2019,2188
75055,F,2018,3181
75055,F,2019,3185
75055,PF,2018,7855
75055,PF,2019,7731
75056,F,2018,934
75056,F,2019,932
75056,PF,2018,2256
75056,PF,2019,2245
75057,F,2018,2682
75057,F,2019,2716
75057,PF,2018,5761
75057,PF,2019,5733
75058,F,2018,617
75058,F,2019,615
75058,PF,2018,1452
75058,PF,2019,1429
75059,F,2018,3695
75059,F,2019,3733
75059,PF,2018,8835
75059,PF,2019,8782
75060,F,2018,748
75060,F,2019,742
75060,PF,2018,1682
75060,PF,2019,1642
75061,F,2018,2459
75061,F,2019,2453
75061,PF,2018,5944
75061,PF,2019,5912
75063,F,2018,4335
75063,F,2019,4392
75063,PF,2018,10882
75063,PF,2019,10787
75064,F,2018,3672
75064,F,2019,3684
75064,PF,2018,9564
75064,PF,2019,9497
75065,F,2018,3145
75065,F,2019,3152
75065,PF,2018,8046
75065,PF,2019,8012
75066,F,2018,2191
75066,F,2019,2225
75066,PF,2018,4544
75066,PF,2019,4521
75067,F,2018,618
75067,F,2019,623
75067,PF,2018,1456
75067,PF,2019,1461
75068,F,2018,3340
75068,F,2019,3334
75068,PF,2018,8056
75068,PF,2019,7960
75069,F,2018,2265
75069,F,2019,2285
75069,PF,2018,5588
75069,PF,2019,5545
75070,F,2018,2503
75070,F,2019,2507
75070,PF,2018,5786
75070,PF,2019,5720
75071,F,2018,1443
75071,F,2019,1456
75071,PF,2018,3465
75071,PF,2019,3472
75072,F,2018,1308
75072,F,2019,1319
75072,PF,2018,2922
75072,PF,2019,2916
75073,F,2018,2523
75073,F,2019,2539
75073,PF,2018,6868
75073,PF,2019,6801
75074,F,2018,776
75074,F,2019,783
75074,PF,2018,1824
75074,PF,2019,1818
75075,F,2018,1671
75075,F,2019,1683
75075,PF,2018,3962
75075,PF,2019,3944
75076,F,2018,2238
75076,F,2019,2243
75076,PF,2018,5322
75076,PF,2019,5306
75077,F,2018,1887
75077,F,2019,1891
75077,PF,2018,4695
75077,PF,2019,4645
75078,F,2018,1437
75078,F,2019,1436
75078,PF,2018,3588
75078,PF,2019,3533
75079,F,2018,5660
75079,F,2019,5733
75079,PF,2018,13799
75079,PF,2019,13688
75080,F,2018,965
75080,F,2019,968
75080,PF,2018,2232
75080,PF,2019,2218
75081,F,2018,1650
75081,F,2019,1652
75081,PF,2018,4304
75081,PF,2019,4259
75082,F,2018,660
75082,F,2019,655
75082,PF,2018,1593
75082,PF,2019,1577
75083,F,2018,5663
75083,F,2019,5694
75083,PF,2018,14752
75083,PF,2019,14593
75084,F,2018,4210
75084,F,2019,4249
75084,PF,2018,11615
75084,PF,2019,11546
75085,F,2018,5078
75085,F,2019,5061
75085,PF,2018,11804
75085,PF,2019,11708
75086,F,2018,1000
75086,F,2019,1015
75086,PF,2018,2783
75086,PF,2019,2782
75087,F,2018,5683
75087,F,2019,5717
75087,PF,2018,14141
75087,PF,2019,14076
75088,F,2018,6727
75088,F,2019,6784
75088,PF,2018,17200
75088,PF,2019,17199
75089,F,2018,2214
75089,F,2019,2217
75089,PF,2018,5142
75089,PF,2019,5156
75090,F,2018,5347
75090,F,2019,5423
75090,PF,2018,12194
75090,PF,2019,12207
75091,F,2018,1866
75091,F,2019,1867
75091,PF,2018,4380
75091,PF,2019,4355
75092,F,2018,5265
75092,F,2019,5282
75092,PF,2018,13772
75092,PF,2019,13670
75093,F,2018,2824
75093,F,2019,2826
75093,PF,2018,6951
75093,PF,2019,6889
75094,F,2018,825
75094,F,2019,826
75094,PF,2018,1904
75094,PF,2019,1889
75095,F,2018,847
75095,F,2019,851
75095,PF,2018,1994
75095,PF,2019,1976
75096,F,2018,1036
75096,F,2019,1050
75096,PF,2018,2360
75096,PF,2019,2339
75097,F,2018,2891
75097,F,2019,2913
75097,PF,2018,6280
75097,PF,2019,6229
75098,F,2019,4058
75098,PF,2019,9598
76001,F,2018,673
76001,F,2019,663
76001,PF,2018,1391
76001,PF,2019,1369
76002,F,2018,985
76002,F,2019,991
76002,PF,2018,2267
76002,PF,2019,2226
76003,F,2018,576
76003,F,2019,573
76003,PF,2018,1387
76003,PF,2019,1376
76004,F,2018,720
76004,F,2019,716
76004,PF,2018,1615
76004,PF,2019,1592
76005,F,2018,307
76005,F,2019,299
76005,PF,2018,589
76005,PF,2019,578
76006,F,2018,1608
76006,F,2019,1605
76006,PF,2018,3820
76006,PF,2019,3769
76007,F,2018,4222
76007,F,2019,4215
76007,PF,2018,11039
76007,PF,2019,10906
76008,F,2018,725
76008,F,2019,723
76008,PF,2018,1792
76008,PF,2019,1762
76009,F,2018,617
76009,F,2019,605
76009,PF,2018,1306
76009,PF,2019,1276
76010,F,2018,1121
76010,F,2019,1119
76010,PF,2018,2588
76010,PF,2019,2552
76011,F,2018,1145
76011,F,2019,1144
76011,PF,2018,2766
76011,PF,2019,2727
76012,F,2018,2055
76012,F,2019,2048
76012,PF,2018,4929
76012,PF,2019,4857
76013,F,2018,1658
76013,F,2019,1642
76013,PF,2018,3915
76013,PF,2019,3880
76014,F,2018,390
76014,F,2019,388
76014,PF,2018,858
76014,PF,2019,850
76015,F,2018,830
76015,F,2019,812
76015,PF,2018,1863
76015,PF,2019,1826
76016,F,2018,206
76016,F,2019,210
76016,PF,2018,371
76016,PF,2019,363
76017,F,2018,337
76017,F,2019,331
76017,PF,2018,772
76017,PF,2019,755
76018,F,2018,552
76018,F,2019,537
76018,PF,2018,1233
76018,PF,2019,1198
76019,F,2018,299
76019,F,2019,294
76019,PF,2018,584
76019,PF,2019,564
76020,F,2018,154
76020,F,2019,147
76020,PF,2018,247
76020,PF,2019,229
76021,F,2018,445
76021,F,2019,436
76021,PF,2018,874
76021,PF,2019,851
76022,F,2018,875
